Intro,Subject,Verb,Objects
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,ต่อ มา ใน   พ.ศ.   2495   รัฐบาล,เปลี่ยน,
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,ต่อ มา ใน   พ.ศ.   2495   รัฐบาล,เป็น,"['ชื่อ', 'ปัจจุบัน']"
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,ต่อ มา ใน   พ.ศ.   2495   รัฐบาล,นับ,
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,ต่อ มา ใน   พ.ศ.   2495   รัฐบาล,เป็น,['มหาวิทยาลัย']
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,ต่อ มา ใน   พ.ศ.   2495   รัฐบาล,มี,['อายุ']
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,ต่อ มา ใน   พ.ศ.   2495   รัฐบาล,เป็น,"['อันดับ', '2', 'ของ', 'ประเทศไทย']"
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,และ,มี,['ประวัติศาสตร์']
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,และ,ผูกพัน,"['กับ', 'พัฒนาการ', 'ทาง']"
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,และ,เมือง,['และ']
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,และ,เป็น,"['ของ', 'ชาติ']"
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,และ,,
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,โดย,เฉพาะ,
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,โดย,ยิ่ง,"['ใน', 'เหตุการณ์', '14', 'ตุลา', '2516', 'และ', '6', 'ตุลา', '2519', 'มหาวิทยาลัยธรรมศาสตร์']"
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,โดย,มี,
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,โดย,ประสาสน์,"['และ', 'อธิการบดี', '23', 'คน', 'อธิการบดี', 'คน', 'ปัจจุบัน']"
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,โดย,คือ,"['รองศาสตราจารย์', ' เกศินี วิฑูรชาติ', 'และ', 'นายก', 'สภา', 'มหาวิทยาลัย']"
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,โดย,คือ,"['ศาสตราจารย์ ', 'ดร.สุรพล นิติไกรพจน์', '\n', 'วัน', '17', 'กรกฎาคม', 'พ.ศ.', '2558', 'ราชกิจจานุเบกษา', 'ประกาศ', 'พระราชบัญญัติ', 'มหาวิทยาลัยธรรมศาสตร์', 'พ.ศ.', '2558']"
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,โดย,มี,"['ผล', 'มหาวิทยาลัยธรรมศาสตร์']"
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,โดย,มี,['สภาพ']
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,โดย,เป็น,"['มหาวิทยาลัย', 'ใน', 'กำกับ', 'ของ', 'รัฐ', 'ใน', '30', 'วัน', 'ต่อ', 'มหาวิทยาลัย']"
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,โดย,เป็น,"['สมาชิก', 'ของ', 'เครือข่าย', 'LAOTSE']"
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,โดย,เป็น,
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,โดย,ร่วมมือ,"['ระหว่าง', 'มหาวิทยาลัย', 'ใน', 'เอเชีย', 'และ', 'ยุโรป', 'ตาม', 'กรอบ']"
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,โดย,ร่วมมืออาเซม,
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,โดย,รวม,
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,โดย,เป็น,"['สมาชิก', 'ของ', 'เครือข่าย', 'สถาบัน']"
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,โดย,ศึกษา,['และ']
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,โดย,วิจัย,"['ใน', 'อนุภูมิภาคลุ่ม', 'แม่น้ำโขง', 'GMSARN', 'ด้วย', '\n', 'ปัจจุบัน', 'มหาวิทยาลัยธรรมศาสตร์']"
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,โดย,จัดการ,
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,โดย,ศึกษา,
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,โดย,ครอบคลุม,"['ทาง', 'ด้าน', 'สังคมศาสตร์', 'และ', 'มนุษยศาสตร์', 'วิทยาศาสตร์และ', 'เทคโนโลยี']"
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,และ วิทยาศาสตร์ สุขภาพ  ,ประกอบ,"['ด้วย', '19', '4', ' วิทยาลัย', '1', 'สถาบัน ', '1', 'สำนักวิชา', 'จำนวน', 'หลักสูตร', 'ระดับ', 'จำนวน', '297', 'หลักสูตร']"
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,และ วิทยาศาสตร์ สุขภาพ  ,เป็น,"['ระดับ', 'ปริญญา', 'ตรี', '139', 'หลักสูตร', 'ประกาศนียบัตร', 'บัณฑิต', '6', 'หลักสูตร', 'ปริญญา', 'ตรี', 'ควบ', 'ปริญญา', 'โท', '4', 'หลักสูตร', 'ปริญญา', 'โท', '118', 'หลักสูตร', 'และ', 'ปริญญา', 'เอก', '34', 'หลักสูตร']"
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,และ วิทยาศาสตร์ สุขภาพ  ,จัด,
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,และ วิทยาศาสตร์ สุขภาพ  ,ศึกษา,"['ทั้ง', 'ภาค']"
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,และ วิทยาศาสตร์ สุขภาพ  ,กลาง,"['วัน', 'และ', 'ภาค', 'ค่ำ', 'ข้อมูล', 'พ.ศ.', '2557', '–', '2558']"
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,นอก จาก นี้ ได้,รับ,
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,นอก จาก นี้ ได้,เลือก,
Intro 32 - มหาวิทยาลัยธรรมศาสตร์,นอก จาก นี้ ได้,เป็น,"['1', 'ใน', '9', 'มหาวิทยาลัยวิจัยแห่งชาติ', 'จาก', 'กระทรวงศึกษาธิการ', 'ใน', 'ปี', 'พ.ศ.', '2552']"
Intro 33 - วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์,วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,เป็น,"['สถาบัน', 'อุดมศึกษา', 'ใน', 'กำกับ', 'ของ', 'รัฐ']"
Intro 33 - วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์,วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,,
Intro 33 - วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์,วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,มี,['หน้าที่']
Intro 33 - วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์,วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,จัด,
Intro 33 - วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์,วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,ศึกษา,"['ทาง', 'ด้าน', 'แพทยศาสตร์', 'พยาบาลศาสตร์', 'สาธารณสุขศาสตร์', 'วิทยาศาสตร์การแพทย์', 'วิทยาศาสตร์', 'สุขภาพ']"
Intro 33 - วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์,วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,ทำ,
Intro 33 - วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์,วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,วิจัย,['และ']
Intro 33 - วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์,วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,สนับสนุน,
Intro 33 - วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์,วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,ทำ,
Intro 33 - วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์,วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,วิจัย,
Intro 33 - วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์,วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,สร้าง,['องค์']
Intro 33 - วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์,วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,รู้,"['ใน', 'เรื่อง']"
Intro 33 - วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์,วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,กล่าว,['และ']
Intro 33 - วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์,วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,ให้,
Intro 33 - วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์,วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,บริการ,['ใน']
Intro 33 - วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์,วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,บำบัด,
Intro 33 - วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์,วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,รักษา,
Intro 33 - วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์,วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,ป่วย,
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,มหาวิทยาลัยสงขลานครินทร์   ( อังกฤษ :   Prince   of   Songkla University ;   อักษร,ย่อ,"['ม.อ. ', '–', 'PSU']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,มหาวิทยาลัยสงขลานครินทร์   ( อังกฤษ :   Prince   of   Songkla University ;   อักษร,เป็น,"['สถาบัน', 'อุดมศึกษา', 'และ', 'มหาวิทยาลัย', 'แห่ง', 'แรก', 'ใน', 'ภาค', 'ใต้']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,มหาวิทยาลัยสงขลานครินทร์   ( อังกฤษ :   Prince   of   Songkla University ;   อักษร,เป็น,"['สถาบัน', 'อุดมศึกษา', 'แห่ง', '13', 'และ', 'มหาวิทยาลัย', 'แห่ง', '8', 'ของ', 'ประเทศไทย']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ก่อตั้ง ใน ปี   พ.ศ.   2510   โดย,ใช้,"['ชื่อ', 'ว่า', 'มหาวิทยาลัยภาค', 'ใต้']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ต่อ มา   พระบาทสมเด็จพระบรมชนกาธิเบศร  มหาภูมิพลอดุลยเดชมหาราช  บรมนาถบพิตร ได้,พระราชทาน,"['นาม', 'สงขลานครินทร์']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,เมื่อ วัน ที่   22   กันยายน   พ.ศ.   2510   จึง,ถือ,"['วัน', '22', 'กันยายน', 'ของ', 'ปี']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,เมื่อ วัน ที่   22   กันยายน   พ.ศ.   2510   จึง,เป็น,"['วัน', 'สงขลานครินทร์']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ต่อ มา   วัน ที่   12   มีนาคม   พ.ศ.   2511   ได้,มี,['พระบรมราชโองการ']
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ต่อ มา   วัน ที่   12   มีนาคม   พ.ศ.   2511   ได้,ประกาศ,
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ต่อ มา   วัน ที่   12   มีนาคม   พ.ศ.   2511   ได้,ใช้,"['พระราชบัญญัติ', 'มหาวิทยาลัยสงขลานครินทร์', 'พ.ศ.', '2511']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ต่อ มา   วัน ที่   12   มีนาคม   พ.ศ.   2511   ได้,ถือ,
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,วัน ที่   13   มีนาคม ของ ทุก ปี,เป็น,"['วัน', 'สถาปนา', 'มหาวิทยาลัย']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ปัจจุบัน ได้,รับ,
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ปัจจุบัน ได้,เลือก,
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ปัจจุบัน ได้,เป็น,"['1', 'ใน', '9', 'มหาวิทยาลัยวิจัยแห่งชาติ', 'จาก', 'กระทรวงศึกษาธิการ', 'ใน', 'ปี', 'พ.ศ.', '2561', '\n', 'ใน', 'ระยะ', 'แรก', 'ของ']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ปัจจุบัน ได้,ก่อตั้ง,
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ปัจจุบัน ได้,รับ,
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ปัจจุบัน ได้,ศึกษา,
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ปัจจุบัน ได้,ศึกษา,"['แรก', 'ใน', 'คณะวิศวกรรมศาสตร์']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,โดย,ใช้,['อาคาร']
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,โดย,เรียน,"['ของ', 'คณะวิทยาศาสตร์']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,มหาวิทยาลัยแพทยศาสตร์   ( ปัจจุบัน,คือ,['มหาวิทยาลัยมหิดล']
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,มหาวิทยาลัยแพทยศาสตร์   ( ปัจจุบัน,เป็น,['สถานที่']
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,มหาวิทยาลัยแพทยศาสตร์   ( ปัจจุบัน,ศึกษา,"['และ', 'ปี', 'ต่อ', 'พ.ศ.', '2511']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,มหาวิทยาลัยแพทยศาสตร์   ( ปัจจุบัน,เริ่ม,
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,มหาวิทยาลัยแพทยศาสตร์   ( ปัจจุบัน,ย้าย,
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,มหาวิทยาลัยแพทยศาสตร์   ( ปัจจุบัน,ศึกษา,['คณะศึกษาศาสตร์']
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,มหาวิทยาลัยแพทยศาสตร์   ( ปัจจุบัน,เรียน,['จังหวัดปัตตานี']
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ใน ปี   พ.ศ.   2514  ,ย้าย,
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ใน ปี   พ.ศ.   2514  ,ศึกษา,"['ของ', 'คณะวิศวกรรมศาสตร์']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ใน ปี   พ.ศ.   2514  ,เรียน,"['ที่', 'วิทยาเขตหาดใหญ่']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ซึ่ง ปัจจุบัน,เป็น,"['วิทยา', 'เขต']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ซึ่ง ปัจจุบัน,ใหญ่,"['พ.ศ.', '2520']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ซึ่ง ปัจจุบัน,เปิด,"['วิทยา', 'เขตภูเก็ต', 'พ.ศ.', '2533']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ซึ่ง ปัจจุบัน,เปิด,"['วิทยาเขตสุราษฎร์ธานี', 'และ', 'พ.ศ.', '2534']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ซึ่ง ปัจจุบัน,เปิด,"['วิทยา', 'เขตตรัง', '\n', 'ปัจจุบัน', 'มหาวิทยาลัยสงขลานครินทร์']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ซึ่ง ปัจจุบัน,เปิด,
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ซึ่ง ปัจจุบัน,สอน,"['ทั้ง', 'ใน', 'ระดับ', 'ปริญญา', 'ตรี', 'ปริญญา', 'โท', 'และ', 'ปริญญา', 'เอก', 'ใน', '31', '7', 'วิทยาลัย', 'ใน', '5', 'วิทยาเขต']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,ซึ่ง ปัจจุบัน,ครอบคลุม,"['สาขา', 'วิทยาศาสตร์และ', 'เทคโนโลยี']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,วิทยาศาสตร์การแพทย์   การ,เกษตร,"['มนุษยศาสตร์', 'และ', 'สังคมศาสตร์']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,วิทยาศาสตร์การแพทย์   การ,มี,"['บัณฑิต', 'วิทยาลัย']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,วิทยาศาสตร์การแพทย์   การ,ดูแล,"['การเรียนการสอน', 'ใน', 'ระดับ', 'ปริญญา', 'โท', 'และ', 'เอก']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,มหาวิทยาลัยสงขลานครินทร์,มี,['นัก']
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,มหาวิทยาลัยสงขลานครินทร์,ศึกษา,"['ใน', 'คณะ', 'และ', 'วิทยาลัย']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,มหาวิทยาลัยสงขลานครินทร์,รวม,"['200', 'คน']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,มหาวิทยาลัยสงขลานครินทร์,ทำ,"['การเรียนการสอน', 'หลักสูตร', 'ภาษา', 'ไทย', 'และ', 'หลักสูตร', 'นานา', 'ชาติ', 'และ', 'ภาษา', 'กะเทย', ' ภาค']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,มหาวิทยาลัยสงขลานครินทร์,ปกติ,"['และ', 'ภาค']"
Intro 34 - มหาวิทยาลัยสงขลานครินทร์,มหาวิทยาลัยสงขลานครินทร์,พิเศษ,
Intro 35 - โรงเรียนสามัคคีวิทยาคม,โรงเรียนสามัคคีวิทยาคม   (,ย่อ,['ส.ว.ค.']
Intro 35 - โรงเรียนสามัคคีวิทยาคม,ชื่อ,เดิม,
Intro 35 - โรงเรียนสามัคคีวิทยาคม,โรงเรียน,ประจำ,['จังหวัดเชียงรายสามัคคีวิทยาคม']
Intro 35 - โรงเรียนสามัคคีวิทยาคม,โรงเรียน,เป็น,"['หน่วย', 'งาน', 'ราชการ', 'ส่วน', 'ภูมิภาค', 'ของ', 'ประเทศไทย']"
Intro 35 - โรงเรียนสามัคคีวิทยาคม,ประเภท สถาน,ศึกษา,"['ของ', 'รัฐ']"
Intro 35 - โรงเรียนสามัคคีวิทยาคม,ประเภท สถาน,จัด,
Intro 35 - โรงเรียนสามัคคีวิทยาคม,ประเภท สถาน,ศึกษาขั้นพื้นฐาน,['และ']
Intro 35 - โรงเรียนสามัคคีวิทยาคม,ประเภท สถาน,เป็น,['โรงเรียน']
Intro 35 - โรงเรียนสามัคคีวิทยาคม,ประเภท สถาน,ประจำ,['จังหวัดเชียงราย']
Intro 35 - โรงเรียนสามัคคีวิทยาคม,ประเภท สถาน,มี,['สถานะ']
Intro 35 - โรงเรียนสามัคคีวิทยาคม,ประเภท สถาน,เป็น,"['นิติบุคคล', 'มหาชน', 'ตาม', 'กฎหมาย', 'ด้วย', 'ระเบียบ']"
Intro 35 - โรงเรียนสามัคคีวิทยาคม,ประเภท สถาน,บริหาร,"['ราชการ', 'กระทรวงศึกษาธิการ']"
Intro 35 - โรงเรียนสามัคคีวิทยาคม,ประเภท สถาน,สังกัด,['สำนักงานเขตพื้นที่']
Intro 35 - โรงเรียนสามัคคีวิทยาคม,ประเภท สถาน,ศึกษา,"['มัธยมศึกษา', 'เขต 36', 'สำนักงานคณะกรรมการการศึกษาขั้น', 'พื้นฐาน', 'กระทรวงศึกษาธิการ', '\n', 'โรงเรียนสามัคคีวิทยาคม']"
Intro 35 - โรงเรียนสามัคคีวิทยาคม,ประเภท สถาน,ก่อตั้ง,"['โดย', 'พระยาศรีสุริยราชวรานุวัตร', 'ศุข ดิษย', 'บุตร', 'ราชการ']"
Intro 35 - โรงเรียนสามัคคีวิทยาคม,ประเภท สถาน,จังหวัดเชียงราย,"['พ.ศ.', '2451']"
Intro 35 - โรงเรียนสามัคคีวิทยาคม,ประเภท สถาน,ตรง,"['กับ', 'ปี', '41', 'ใน', 'รัชกาล', 'พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว', 'และ']"
Intro 35 - โรงเรียนสามัคคีวิทยาคม,ประเภท สถาน,มี,"['อายุ', 'ครบหนึ่ง', 'ศตวรรษ', 'ใน', 'พ.ศ.', '2551']"
Intro 35 - โรงเรียนสามัคคีวิทยาคม,ประเภท สถาน,จัด,
Intro 35 - โรงเรียนสามัคคีวิทยาคม,ประเภท สถาน,เป็น,['สถาน']
Intro 35 - โรงเรียนสามัคคีวิทยาคม,ประเภท สถาน,ศึกษา,"['ของ', 'รัฐ']"
Intro 35 - โรงเรียนสามัคคีวิทยาคม,ประเภท สถาน,ตั้ง,
Intro 35 - โรงเรียนสามัคคีวิทยาคม,ประเภท สถาน,เป็น,"['อันดับ', '15', 'ของ', 'ประเทศไทย']"
Intro 35 - โรงเรียนสามัคคีวิทยาคม,ประเภท สถาน,,
Intro 35 - โรงเรียนสามัคคีวิทยาคม,ปัจจุบัน  ,จัด,
Intro 35 - โรงเรียนสามัคคีวิทยาคม,ปัจจุบัน  ,ศึกษา,"['ระดับ', 'มัธยมศึกษา']"
Intro 35 - โรงเรียนสามัคคีวิทยาคม,รูปแบบ สหศึกษา   และ,เป็น,['โรง']
Intro 35 - โรงเรียนสามัคคีวิทยาคม,รูปแบบ สหศึกษา   และ,เรียน,"['มัธยมศึกษา', 'ขนาด']"
Intro 35 - โรงเรียนสามัคคีวิทยาคม,รูปแบบ สหศึกษา   และ,ใหญ่,
Intro 36 - โรงเรียนยุพราชวิทยาลัย,โรงเรียนยุพราชวิทยาลัย   ( อักษร,ย่อ,"['ย.ว.;', 'อังกฤษ', 'Yupparaj Wittayalai ', 'School']"
Intro 36 - โรงเรียนยุพราชวิทยาลัย,โรงเรียนยุพราชวิทยาลัย   ( อักษร,เป็น,['โรง']
Intro 36 - โรงเรียนยุพราชวิทยาลัย,โรงเรียนยุพราชวิทยาลัย   ( อักษร,เรียน,"['รัฐบาล', 'แห่ง', 'แรก', 'ของ', 'ภาค', 'เหนือ', 'และ', 'โรง']"
Intro 36 - โรงเรียนยุพราชวิทยาลัย,โรงเรียนยุพราชวิทยาลัย   ( อักษร,เรียน,"['สหศึกษา', 'ของ', 'รัฐบาล']"
Intro 36 - โรงเรียนยุพราชวิทยาลัย,โรงเรียนยุพราชวิทยาลัย   ( อักษร,ประจำ,
Intro 36 - โรงเรียนยุพราชวิทยาลัย,โรงเรียนยุพราชวิทยาลัย   ( อักษร,เปิด,
Intro 36 - โรงเรียนยุพราชวิทยาลัย,โรงเรียนยุพราชวิทยาลัย   ( อักษร,สอน,"['ตั้งแต่', 'ระดับ', 'ชั้น', 'มัธยมศึกษา', 'ปี', '1', 'ถึง', '6', 'สังกัด', 'สำนักงานเขตพื้นที่']"
Intro 36 - โรงเรียนยุพราชวิทยาลัย,โรงเรียนยุพราชวิทยาลัย   ( อักษร,ศึกษา,"['มัธยมศึกษา', 'เชียงใหม่', 'สำนักงานคณะกรรมการการศึกษาขั้น', 'พื้นฐาน', 'กระทรวงศึกษาธิการ']"
Intro 36 - โรงเรียนยุพราชวิทยาลัย,โรงเรียนยุพราชวิทยาลัย   ( อักษร,เป็น,['สถาน']
Intro 36 - โรงเรียนยุพราชวิทยาลัย,โรงเรียนยุพราชวิทยาลัย   ( อักษร,ศึกษา,"['ใน', 'พระอุปถัมภ์', 'ของ', 'สมเด็จพระเจ้าภคินี', 'เธอ']"
Intro 36 - โรงเรียนยุพราชวิทยาลัย,เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภาพัณณวดี   โรงเรียน,ก่อตั้ง,"['ใน', 'ปี', 'พ.ศ.', '2432']"
Intro 36 - โรงเรียนยุพราชวิทยาลัย,เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภาพัณณวดี   โรงเรียน,มี,"['ชื่อ', 'แรก']"
Intro 36 - โรงเรียนยุพราชวิทยาลัย,เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภาพัณณวดี   โรงเรียน,ตั้ง,['โรงเรียนเมืองนครเชียงใหม่']
Intro 36 - โรงเรียนยุพราชวิทยาลัย,และ เมื่อ วัน ที่   24   ธันวาคม   พ.ศ.   2448   พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว   ขณะ,ดำรง,['พระอิสริยศยศ']
Intro 36 - โรงเรียนยุพราชวิทยาลัย,และ เมื่อ วัน ที่   24   ธันวาคม   พ.ศ.   2448   พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว   ขณะ,เป็น,"['สมเด็จพระยุพราช', 'ใน', 'รัชกาล', '5']"
Intro 36 - โรงเรียนยุพราชวิทยาลัย,และ เมื่อ วัน ที่   24   ธันวาคม   พ.ศ.   2448   พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว   ขณะ,พระราชทาน,"['นาม', 'โรง']"
Intro 36 - โรงเรียนยุพราชวิทยาลัย,และ เมื่อ วัน ที่   24   ธันวาคม   พ.ศ.   2448   พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว   ขณะ,เรียน,['โรงเรียนยุพราชวิทยาลัย']
Intro 36 - โรงเรียนยุพราชวิทยาลัย,และ เมื่อ วัน ที่   24   ธันวาคม   พ.ศ.   2448   พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว   ขณะ,มี,"['ความหมาย', 'โรง']"
Intro 36 - โรงเรียนยุพราชวิทยาลัย,และ เมื่อ วัน ที่   24   ธันวาคม   พ.ศ.   2448   พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว   ขณะ,เรียน,"['ของ', 'สมเด็จพระยุพราช', 'สมเด็จพระบรมโอรสาธิราช', 'เจ้าฟ้ามหาวชิราวุธ สยามมกุฎราชกุมาร']"
Intro 37 - โรงเรียนพะเยาพิทยาคม,โรงเรียนพะเยาพิทยาคม  ,เป็น,['โรง']
Intro 37 - โรงเรียนพะเยาพิทยาคม,โรงเรียนพะเยาพิทยาคม  ,เรียน,['รัฐบาล']
Intro 37 - โรงเรียนพะเยาพิทยาคม,โรงเรียนพะเยาพิทยาคม  ,ประจำ,['จังหวัดพะเยา']
Intro 37 - โรงเรียนพะเยาพิทยาคม,โรงเรียนพะเยาพิทยาคม  ,เดิม,
