Subject,Verb,Objects
"และ ใน วัน ที่   2   มีนาคม   พ.ศ.   2512   พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช ทรง พระกรุณา โปรดเกล้า ฯ   พระราชทาน นาม   "" มหิดล ""   อัน",นำ,"['ของ', 'ประเทศไทย', 'จาก']"
"และ ใน วัน ที่   2   มีนาคม   พ.ศ.   2512   พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช ทรง พระกรุณา โปรดเกล้า ฯ   พระราชทาน นาม   "" มหิดล ""   อัน",จัด,"['อันดับ', 'ของ', 'สำนักจัด', 'อันดับ', 'สำนัก']"
และ ได้,เป็น,"['1', 'ใน', '9', 'มหาวิทยาลัยวิจัยแห่งชาติ', 'พ.ศ.', '2552', 'และ']"
และ ได้,เป็น,"['สมาชิก', 'เครือข่าย', 'มหาวิทยาลัยอาเซียน', 'ASEAN University Network', 'AUN']"
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ   ( อังกฤษ :   King  Mongkut ' s   University  of   Technology   North   Bangkok ;   อักษร,ย่อ,"['มจพ.', '–', 'KMUTNB']"
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ   ( อังกฤษ :   King  Mongkut ' s   University  of   Technology   North   Bangkok ;   อักษร,เป็น,"['มหาวิทยาลัย', 'ใน', 'กำกับ', 'ของ', 'รัฐบาล', 'ก่อตั้ง', 'โดย']"
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ   ( อังกฤษ :   King  Mongkut ' s   University  of   Technology   North   Bangkok ;   อักษร,ร่วมมือ,"['ระหว่าง', 'รัฐบาล', 'ไทย', 'กับ', 'รัฐบาล', 'เยอรมนี']"
"ใน ปี   พ.ศ.   2502   ใน นาม   "" โรง เรียนเทคนิค พระนครเหนือ ""   ก่อน จะ",ยก,"['ฐานะ', 'ใน', 'ปี', 'พ.ศ.', '2507']"
"ใน ปี   พ.ศ.   2502   ใน นาม   "" โรง เรียนเทคนิค พระนครเหนือ ""   ก่อน จะ",เป็น,"['วิทยาลัยเทคนิค', 'พระนครเหนือ', 'และ']"
"ใน ปี   พ.ศ.   2502   ใน นาม   "" โรง เรียนเทคนิค พระนครเหนือ ""   ก่อน จะ",เป็น,"['สถาบันเทคโนโลยีพระจอมเกล้า วิทยาเขตพระนครเหนือ', 'ใน', 'ปี', 'พ.ศ.', '2514']"
"ใน ปี   พ.ศ.   2502   ใน นาม   "" โรง เรียนเทคนิค พระนครเหนือ ""   ก่อน จะ",สถาบันเทคโนโลยีพระจอมเกล้า,['สาม']
"ใน ปี   พ.ศ.   2502   ใน นาม   "" โรง เรียนเทคนิค พระนครเหนือ ""   ก่อน จะ",แยก,['จาก']
"ใน ปี   พ.ศ.   2502   ใน นาม   "" โรง เรียนเทคนิค พระนครเหนือ ""   ก่อน จะ",มี,['อำนาจ']
"ใน ปี   พ.ศ.   2502   ใน นาม   "" โรง เรียนเทคนิค พระนครเหนือ ""   ก่อน จะ",เป็น,['อิสระ']
ใน ปี   พ.ศ.   2529     และ ได้ ถูก,ยก,['ฐานะ']
ใน ปี   พ.ศ.   2529     และ ได้ ถูก,เป็น,"['มหาวิทยาลัย', 'ใน', 'ปี', 'พ.ศ.', '2551', 'ใน', 'ปัจจุบัน', 'มหาวิทยาลัยฯ']"
ใน ปี   พ.ศ.   2529     และ ได้ ถูก,เป็น,"['3', 'วิทยาเขต']"
ใน ปี   พ.ศ.   2529     และ ได้ ถูก,ได้แก่,"['วิทยาเขตกรุงเทพมหานคร', 'ปราจีนบุรี', 'และ', 'ระยอง']"
ใน ปี   พ.ศ.   2529     และ ได้ ถูก,ทำ,"['การเรียนการสอน', '13', '2', 'วิทยาลัย', '2', 'บัณฑิต', 'วิทยาลัย', 'ตั้งแต่', 'ระดับ', 'ประกาศณียบัตร', 'วิชาชีพ', 'ปวช.', 'ปริญญา', 'ตรี', 'ปริญญา', 'โท', 'และ', 'ปริญญา', 'เอก']"
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,ย่อ,"['มทษ.', '–', 'TSU']"
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,เป็น,"['สถาบัน', 'อุดมศึกษา', 'ใน', 'กำกับ', 'ของ', 'รัฐ']"
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,มี,['พื้นที่']
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,ตั้ง,"['2', 'วิทยาเขต', 'ใน', 'จังหวัดสงขลา', 'และ', 'จังหวัดพัทลุง', 'ถือกำเนิด', 'จาก', 'วิทยาลัย', 'วิชาการ']"
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,ก่อตั้ง,"['เมือปี', 'พ.ศ.', '2511', 'และ']"
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,พัฒนา,['เรื่อย']
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,เป็น,"['มหาวิทยาลัยศรีนครินทรวิโรฒ', 'วิทยาเขตสงขลา', 'เมื่อ', 'ปี', '2517', 'และ']"
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,แยก,['ตัว']
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,เป็น,"['เอกเทศ', 'ปี', 'พ.ศ.', '2539']"
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,เป็น,['มหาวิทยาลัยทักษิณ']
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,พระราชบัญญัติ,['มหาวิทยาลัยทักษิณ']
มหาวิทยาลัยทักษิณ   ( อังกฤษ :   Thaksin University ;   อักษร,ผ่าน,"['กระบวนการ', 'ตาม', 'กฎหมาย', 'ขั้นตอน']"
และ ได้,ประกาศ,"['ใน', 'ราชกิจจานุเบกษา']"
เมื่อ วัน พฤหัสบดี ที่   31   ตุลาคม   พ.ศ.   2539  ,มี,['ผล']
เมื่อ วัน พฤหัสบดี ที่   31   ตุลาคม   พ.ศ.   2539  ,ใช้,"['ใน', 'วัน', 'ศุกร์', '1', 'พฤศจิกายน', 'พ.ศ.', '2539']"
เมื่อ วัน พฤหัสบดี ที่   31   ตุลาคม   พ.ศ.   2539  ,เป็น,"['วัน', 'สถาปนา', 'มหาวิทยาลัยทักษิณ', 'โดย', 'ชื่อ', 'มหาวิทยาลัยทักษิณ', 'สื่อ', 'ถึง', 'มหาวิทยาลัย', 'แห่ง', 'ภาค', 'ใต้', 'ทักษิณ']"
เมื่อ วัน พฤหัสบดี ที่   31   ตุลาคม   พ.ศ.   2539  ,แปล,"['ทิศ', 'ใต้', ')\n', 'มหาวิทยาลัยทักษิณ']"
เมื่อ วัน พฤหัสบดี ที่   31   ตุลาคม   พ.ศ.   2539  ,จัด,"['ใน', 'กลุ่ม', 'สถาบัน', 'อุดมศึกษา']"
เมื่อ วัน พฤหัสบดี ที่   31   ตุลาคม   พ.ศ.   2539  ,ผลิต,"['บัณฑิต', 'พร้อม']"
เมื่อ วัน พฤหัสบดี ที่   31   ตุลาคม   พ.ศ.   2539  ,พัฒนา,"['ศิลปะ', 'และ', 'วัฒนธรรม']"
ได้,ประเมิน,"['จาก', 'สำนักงานรับรองมาตรฐานและประเมิน', 'คุณภาพ']"
ได้,ศึกษา,"['ใน', 'ระดับ']"
โดย,เฉพาะ,"['ใน', 'ด้าน']"
โดย,บริการ,"['แก่', 'สังคม']"
ด้าน การ,ทำนุบำรุง,"['ศิลปะ', 'และ', 'วัฒนธรรม', 'และ', 'ด้าน']"
ด้าน การ,ประกัน,"['คุณภาพ', 'ภาย', 'ใน']"
ด้าน การ,ประเมิน,"['ใน', 'ระดับ']"
ปัจจุบัน   มหาวิทยาลัยทักษิณ,ประกอบ,"['ด้วย', '2', 'วิทยาเขต']"
ปัจจุบัน   มหาวิทยาลัยทักษิณ,ได้แก่,"['วิทยาเขตสงขลา', 'และ', 'วิทยาเขตพัทลุง']"
ปัจจุบัน   มหาวิทยาลัยทักษิณ,รวม,['ทั้ง']
ปัจจุบัน   มหาวิทยาลัยทักษิณ,มี,"['สำนัก', 'งาน', 'ใน', 'กรุงเทพมหานคร', '1', 'แห่ง']"
ปัจจุบัน   มหาวิทยาลัยทักษิณ,จัด,"['การเรียนการสอน', 'ใน', 'ระดับ', 'ปริญญา', 'ตรี', 'ปริญญา', 'โท', 'และ', 'ปริญญา', 'เอก']"
ปัจจุบัน   มหาวิทยาลัยทักษิณ,ครอบคลุม,"['สาขา', 'วิชาการ', 'ทาง', 'วิทยาศาสตร์ ', 'วิทยาศาสตร์', 'สุขภาพ', 'สังคมศาสตร์', 'และ', 'มนุษยศาสตร์', 'ใน', '11', '3', 'วิทยาลัย', '1', 'บัณฑิตวิทยาลัย']"
มหาวิทยาลัยพะเยา   ( อังกฤษ :   University   of   Phayao ;   ชื่อ ย่อ :   มพ.   –   UP )  ,เป็น,"['มหาวิทยาลัย', 'ใน', 'กำกับ', 'ของ', 'รัฐบาล']"
มหาวิทยาลัยพะเยา   ( อังกฤษ :   University   of   Phayao ;   ชื่อ ย่อ :   มพ.   –   UP )  ,ตั้ง,"['ใน', 'จังหวัดพะเยา']"
มหาวิทยาลัยพะเยา   ( อังกฤษ :   University   of   Phayao ;   ชื่อ ย่อ :   มพ.   –   UP )  ,เดิม,"['ชื่อ', 'มหาวิทยาลัยนเรศวร วิทยาเขตพะเยา']"
ต่อ มา  ,ตรา,"['พระราชบัญญัติ', 'มหาวิทยาลัยพะเยา', 'พ.ศ.', '2553', 'วัน', '12', 'กรกฎาคม', 'พ.ศ.', '2553', 'และ']"
ต่อ มา  ,ประกาศ,"['ใน', 'ราชกิจจานุเบกษา', 'วัน', '16', 'กรกฎาคม', 'พ.ศ.', '2553']"
ต่อ มา  ,ถือ,['มหาวิทยาลัยพะเยา']
ต่อ มา  ,แยก,"['จาก', 'มหาวิทยาลัยนเรศวร', 'และ']"
ต่อ มา  ,เป็น,"['มหาวิทยาลัย', 'เอกเทศ']"
ต่อ มา  ,เต็ม,['รูปแบบ']
ต่อ มา  ,เป็น,"['มหาวิทยาลัย', 'ของ', 'รัฐ', 'แห่ง', '79', 'ของ', 'ไทย']"
โดย ใน ปัจจุบัน   มหาวิทยาลัยพะเยา,สอน,"['28', 'ปี']"
โดย ใน ปัจจุบัน   มหาวิทยาลัยพะเยา,เป็น,"['วิทยาเขต', 'ของ', 'มหาวิทยาลัยนเรศวร']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,ย่อ,"['นมร.', '–', 'NMU']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,เดิม,"['ชื่อ', 'มหาวิทยาลัยกรุงเทพมหานคร', 'ม.', 'กทม.']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,เป็น,"['มหาวิทยาลัย', 'ใน', 'กำกับ', 'ของ', 'กรุงเทพมหานคร']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,ตั้ง,"['ใน', 'เขต', 'ดุสิต', 'กรุงเทพมหานคร']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,ก่อตั้ง,"['วัน', '13', 'พฤศจิกายน', 'พ.ศ.', '2553']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,มี,"['คณะ', 'วิชา']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,เริ่ม,['แรก']
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,เป็น,"['คณะแพทยศาสตร์วชิร', 'พยาบาล', 'และ', 'คณะพยาบาลศาสตร์']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,เกื้อการุณย์,"['ปัจจุบัน', 'มหาวิทยาลัยนวมินทราธิราช']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,ประกอบ,"['ด้วย', '3', 'วิชา', '2', 'วิทยาลัย', 'จำนวน']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,รวม,"['หลักสูตร', '15', 'หลักสูตร']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,ประกอบ,"['ด้วย', 'ระดับ', 'ปริญญา', 'ตรี', '12', 'หลักสูตร', 'ระดับ', 'บัณฑิต']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,ศึกษา,"['3', 'หลักสูตร', 'และ', 'หลักสูตร']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,ฝึกอบรม,"['ๆ', 'เช่น', 'วุฒิบัตร']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,ชำนาญ,['ใน']
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,ประกอบ,"['วิชาชีพ', 'เวชกรรม', 'หลักสูตร', 'มหานคร', 'หลักสูตร']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,นำ,"['เมือง', 'เป็นต้น\n']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,นอก,"['จาก', 'มหาวิทยาลัยนวมินทราธิราช']"
ยัง,บริการ,"['วิชาการ', 'แก่', 'สังคม']"
ยัง,สอดคล้อง,['กับ']
ยัง,ต้องการ,"['ของ', 'เมือง']"
การ,วิจัย,"['เพื่อพัฒนาศาสตร์', 'เขต']"
การ,เมือง,['และ']
การ,ทำนุบำรุง,"['ศิลปวัฒนธรรมและ', 'อนุรักษ์', 'ภูมิปัญญา', 'ของ', 'กรุงเทพมหานคร', 'ภาย', 'ใต้']"
การ,บริหาร,"['ตาม', 'หลัก', 'ธรรมมาภิบาล']"
การ,มุ่ง,['สู่']
การ,เป็น,"['มหาวิทยาลัย', 'แห่งเมือง', 'City', ' University', 'อันดับ', '1', 'ใน', 'ภูมิภาค', 'อาเซียน', 'ภาย', 'ใต้', 'ปรัชญา', 'ผู้']"
การ,นำ,"['ด้าน', 'ศาสตร์', 'เขต', 'เมือง']"
สถาบันดนตรีกัลยาณิวัฒนา   ( อังกฤษ :   Princess   Galyani Vadhana Institute   of   Music ;   อักษร,ย่อ,"['สกว.', '–', 'PGVIM']"
สถาบันดนตรีกัลยาณิวัฒนา   ( อังกฤษ :   Princess   Galyani Vadhana Institute   of   Music ;   อักษร,เป็น,"['สถาบัน', 'อุดมศึกษา', 'ใน', 'กำกับ', 'ของ', 'รัฐ']"
สถาบันดนตรีกัลยาณิวัฒนา   ( อังกฤษ :   Princess   Galyani Vadhana Institute   of   Music ;   อักษร,ก่อตั้ง,"['วัน', '26', 'พฤษภาคม', 'พ.ศ.', '2555']"
สถาบันดนตรีกัลยาณิวัฒนา   ( อังกฤษ :   Princess   Galyani Vadhana Institute   of   Music ;   อักษร,มี,['สถาบัน']
สถาบันดนตรีกัลยาณิวัฒนา   ( อังกฤษ :   Princess   Galyani Vadhana Institute   of   Music ;   อักษร,สำคัญ,"['ต่อ', 'ดนตรี', 'คลาสสิก']"
โดย,ยก,"['ฐานะ', 'สถาบันดนตรีกัลยาณิวัฒนา', 'ใน', 'กำกับ', 'ของ', 'มหาวิทยาลัยศิลปากร']"
โดย,เป็น,"['สถาบัน', 'อุดมศึกษา']"
มหาวิทยาลัยสวนดุสิต   ( อังกฤษ :   Suan   Dusit University ;   อักษร,ย่อ,"['มสด.', '–', 'SDU']"
มหาวิทยาลัยสวนดุสิต   ( อังกฤษ :   Suan   Dusit University ;   อักษร,พัฒนา,"['จาก', 'โรงเรียนการเรือน', 'แห่ง', 'แรก', 'ของ', 'ประเทศไทย', 'สู่']"
มหาวิทยาลัยสวนดุสิต   ( อังกฤษ :   Suan   Dusit University ;   อักษร,เป็น,"['มหาวิทยาลัยสวนดุสิต', 'มหาวิทยาลัย', 'ใน', 'กลุ่ม', 'มหาวิทยาลัย', 'ใน', 'กำกับ', 'ของ', 'รัฐ']"
มหาวิทยาลัยสวนดุสิต   ( อังกฤษ :   Suan   Dusit University ;   อักษร,เป็น,['สถาบัน']
มหาวิทยาลัยสวนดุสิต   ( อังกฤษ :   Suan   Dusit University ;   อักษร,มี,"['ชื่อเสียง', 'ทาง', 'ด้าน']"
มหาวิทยาลัยสวนดุสิต   ( อังกฤษ :   Suan   Dusit University ;   อักษร,ศึกษา,"['ปฐมวัย', 'คหกรรมศาสตร์', 'ธุรกิจ']"
ธุรกิจ การ,โรง,"['แรม', 'ธุรกิจ']"
ธุรกิจ การ,บิน,"['และ', 'โรง']"
ธุรกิจ การ,เรียน,"['กฎหมาย', 'และ']"
มหาวิทยาลัยธรรมศาสตร์   ( อังกฤษ :   Thammasat University ;   อักษร,ย่อ,"['มธ.', '–', 'TU']"
มหาวิทยาลัยธรรมศาสตร์   ( อังกฤษ :   Thammasat University ;   อักษร,เป็น,"['มหาวิทยาลัย', 'แห่ง', 'สอง', 'ของ', 'ประเทศ', 'ไทย']"
มหาวิทยาลัยธรรมศาสตร์   ( อังกฤษ :   Thammasat University ;   อักษร,ก่อตั้ง,"['ใน', 'ชื่อ', 'มหาวิทยาลัยวิชาธรรมศาสตร์', 'และ']"
มหาวิทยาลัยธรรมศาสตร์   ( อังกฤษ :   Thammasat University ;   อักษร,เมือง,"['อังกฤษ', 'The ', 'University of', 'Moral', 'and', 'Political', 'Sciences', 'อักษร']"
มหาวิทยาลัยธรรมศาสตร์   ( อังกฤษ :   Thammasat University ;   อักษร,ย่อ,"['ม.ธ.ก.', '–', 'UMPS', 'วัน', '27', 'มิถุนายน', 'พ.ศ.', '2477']"
มหาวิทยาลัยธรรมศาสตร์   ( อังกฤษ :   Thammasat University ;   อักษร,มี,['จุดประสงค์']
มหาวิทยาลัยธรรมศาสตร์   ( อังกฤษ :   Thammasat University ;   อักษร,เป็น,"['ตลาด', 'วิชา']"
มหาวิทยาลัยธรรมศาสตร์   ( อังกฤษ :   Thammasat University ;   อักษร,ศึกษา,"['ด้าน', 'กฎหมาย', 'และ']"
ต่อ มา ใน   พ.ศ.   2495   รัฐบาล,เป็น,"['ชื่อ', 'ปัจจุบัน']"
ต่อ มา ใน   พ.ศ.   2495   รัฐบาล,เป็น,['มหาวิทยาลัย']
ต่อ มา ใน   พ.ศ.   2495   รัฐบาล,มี,['อายุ']
ต่อ มา ใน   พ.ศ.   2495   รัฐบาล,เป็น,"['อันดับ', '2', 'ของ', 'ประเทศไทย']"
และ,มี,['ประวัติศาสตร์']
และ,ผูกพัน,"['กับ', 'พัฒนาการ', 'ทาง']"
และ,เมือง,['และ']
และ,เป็น,"['ของ', 'ชาติ']"
โดย,ยิ่ง,"['ใน', 'เหตุการณ์', '14', 'ตุลา', '2516', 'และ', '6', 'ตุลา', '2519', 'มหาวิทยาลัยธรรมศาสตร์']"
โดย,ประสาสน์,"['และ', 'อธิการบดี', '23', 'คน', 'อธิการบดี', 'คน', 'ปัจจุบัน']"
โดย,เป็น,"['รอง', 'ศาสตราจารย์ เกศินี', 'วิฑูรชาติ', 'และ', 'นายก', 'สภา', 'มหาวิทยาลัย']"
โดย,เป็น,"['ศาสตราจารย์ ดร.สุรพล นิติไกรพจน์\n', 'วัน', '17', 'กรกฎาคม', 'พ.ศ.', '2558', 'ราชกิจจานุเบกษา', 'ประกาศ', 'พระราชบัญญัติ', 'มหาวิทยาลัยธรรมศาสตร์', 'พ.ศ.', '2558']"
โดย,มี,"['ผล', 'มหาวิทยาลัยธรรมศาสตร์']"
โดย,มี,['สภาพ']
โดย,เป็น,"['มหาวิทยาลัย', 'ใน', 'กำกับ', 'ของ', 'รัฐ', 'ใน', '30', 'วัน', 'ต่อ', 'มหาวิทยาลัย']"
โดย,เป็น,"['สมาชิก', 'ของ', 'เครือข่าย', 'LAOTSE']"
โดย,ร่วมมือ,"['ระหว่าง', 'มหาวิทยาลัย', 'ใน', 'เอเชีย', 'และ', 'ยุโรป', 'ตาม', 'กรอบ']"
โดย,ร่วมมือ,['อาเซม']
โดย,เป็น,"['สมาชิก', 'ของ', 'เครือข่าย', 'สถาบัน']"
โดย,ศึกษา,['และ']
โดย,วิจัย,"['ใน', 'อนุภูมิภาค', 'ลุ่มแม่น้ำโขง', 'GMSARN', 'ด้วย\n', 'ปัจจุบัน', 'มหาวิทยาลัยธรรมศาสตร์']"
โดย,ครอบคลุม,"['ทาง', 'ด้าน', 'สังคมศาสตร์และมนุษยศาสตร์', 'วิทยาศาสตร์และ', 'เทคโนโลยี']"
และ วิทยาศาสตร์ สุขภาพ  ,ประกอบ,"['ด้วย', '19', '4', 'วิทยาลัย', '1', 'สถาบัน', '1', 'สำนักวิชา', ' จำนวน', 'หลักสูตร', 'ระดับ', 'จำนวน', '297', 'หลักสูตร']"
และ วิทยาศาสตร์ สุขภาพ  ,เป็น,"['ระดับ', 'ปริญญา', 'ตรี', '139', 'หลักสูตร', 'ประกาศนียบัตร', 'บัณฑิต', '6', 'หลักสูตร', 'ปริญญา', 'ตรี', 'ควบปริญญา', 'โท', '4', 'หลักสูตร', 'ปริญญา', 'โท', '118', 'หลักสูตร', 'และ', 'ปริญญา', 'เอก', '34', 'หลักสูตร']"
และ วิทยาศาสตร์ สุขภาพ  ,ศึกษา,"['ทั้ง', 'ภาค']"
และ วิทยาศาสตร์ สุขภาพ  ,กลาง,"['วัน', 'และ', 'ภาค', 'ค่ำ', 'ข้อมูล', 'พ.ศ.', '2557', '–', '2558']"
นอก จาก นี้ ได้,เป็น,"['1', 'ใน', '9', 'มหาวิทยาลัยวิจัยแห่งชาติ', 'จาก', 'กระทรวงศึกษาธิการ', 'ใน', 'ปี', 'พ.ศ.', '2552']"
วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,เป็น,"['สถาบัน', 'อุดมศึกษา', 'ใน', 'กำกับ', 'ของ', 'รัฐ']"
วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,มี,['หน้าที่']
วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,ศึกษา,"['ทาง', 'ด้าน', 'แพทยศาสตร์ พยาบาลศาสตร์', 'สาธารณสุขศาสตร์', 'วิทยาศาสตร์การแพทย์ ', 'วิทยาศาสตร์', 'สุขภาพ']"
วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,วิจัย,['และ']
วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,สร้าง,['องค์']
วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,รู้,"['ใน', 'เรื่อง']"
วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,กล่าว,['และ']
วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,บริการ,['ใน']
มหาวิทยาลัยสงขลานครินทร์   ( อังกฤษ :   Prince   of   Songkla University ;   อักษร,ย่อ,"['ม.อ.', '–', 'PSU']"
มหาวิทยาลัยสงขลานครินทร์   ( อังกฤษ :   Prince   of   Songkla University ;   อักษร,เป็น,"['สถาบัน', 'อุดมศึกษา', 'และ', 'มหาวิทยาลัย', 'แห่ง', 'แรก', 'ใน', 'ภาค', 'ใต้']"
มหาวิทยาลัยสงขลานครินทร์   ( อังกฤษ :   Prince   of   Songkla University ;   อักษร,เป็น,"['สถาบัน', 'อุดมศึกษา', 'แห่ง', '13', 'และ', 'มหาวิทยาลัย', 'แห่ง', '8', 'ของ', 'ประเทศไทย']"
ก่อตั้ง ใน ปี   พ.ศ.   2510   โดย,ใช้,"['ชื่อ', 'ว่า', 'มหาวิทยาลัยภาคใต้']"
ต่อ มา   พระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช   บรมนาถบพิตร ได้,พระราชทาน,"['นาม', 'สงขลานครินทร์']"
เมื่อ วัน ที่   22   กันยายน   พ.ศ.   2510   จึง,ถือ,"['วัน', '22', 'กันยายน', 'ของ', 'ปี']"
เมื่อ วัน ที่   22   กันยายน   พ.ศ.   2510   จึง,เป็น,"['วัน', 'สงขลานครินทร์']"
ต่อ มา   วัน ที่   12   มีนาคม   พ.ศ.   2511   ได้,มี,['พระบรมราชโองการ']
ต่อ มา   วัน ที่   12   มีนาคม   พ.ศ.   2511   ได้,ใช้,"['พระราชบัญญัติ', 'มหาวิทยาลัยสงขลานครินทร์', 'พ.ศ.', '2511']"
วัน ที่   13   มีนาคม ของ ทุก ปี,เป็น,"['วัน', 'สถาปนา', 'มหาวิทยาลัย']"
ปัจจุบัน ได้,เป็น,"['1', 'ใน', '9', 'มหาวิทยาลัยวิจัยแห่งชาติ', 'จาก', 'กระทรวงศึกษาธิการ', 'ใน', 'ปี', 'พ.ศ.', '2561\n', 'ใน', 'ระยะ', 'แรก', 'ของ']"
ปัจจุบัน ได้,ศึกษา,"['แรก', 'ใน', 'คณะวิศวกรรมศาสตร์']"
โดย,ใช้,['อาคาร']
โดย,เรียน,"['ของ', 'คณะวิทยาศาสตร์']"
มหาวิทยาลัยแพทยศาสตร์   ( ปัจจุบัน,เป็น,['มหาวิทยาลัยมหิดล']
มหาวิทยาลัยแพทยศาสตร์   ( ปัจจุบัน,เป็น,['สถานที่']
มหาวิทยาลัยแพทยศาสตร์   ( ปัจจุบัน,ศึกษา,"['และ', 'ปี', 'ต่อ', 'พ.ศ.', '2511']"
มหาวิทยาลัยแพทยศาสตร์   ( ปัจจุบัน,ศึกษา,['คณะศึกษาศาสตร์']
มหาวิทยาลัยแพทยศาสตร์   ( ปัจจุบัน,เรียน,['จังหวัดปัตตานี']
ใน ปี   พ.ศ.   2514  ,ศึกษา,"['ของ', 'คณะวิศวกรรมศาสตร์']"
ใน ปี   พ.ศ.   2514  ,เรียน,"['ที่', 'วิทยาเขตหาดใหญ่']"
ซึ่ง ปัจจุบัน,เป็น,['วิทยาเขต']
ซึ่ง ปัจจุบัน,ใหญ่,"['พ.ศ.', '2520']"
ซึ่ง ปัจจุบัน,เปิด,"['วิทยา', 'เขตภูเก็ต', 'พ.ศ.', '2533']"
ซึ่ง ปัจจุบัน,เปิด,"['วิทยาเขตสุราษฎร์ธานี', 'และ', 'พ.ศ.', '2534']"
ซึ่ง ปัจจุบัน,เปิด,"['วิทยาเขตตรัง\n', 'ปัจจุบัน', 'มหาวิทยาลัยสงขลานครินทร์']"
ซึ่ง ปัจจุบัน,สอน,"['ทั้ง', 'ใน', 'ระดับ', 'ปริญญา', 'ตรี', 'ปริญญา', 'โท', 'และ', 'ปริญญา', 'เอก', 'ใน', '31', '7', 'วิทยาลัย', 'ใน', '5', 'วิทยาเขต']"
ซึ่ง ปัจจุบัน,ครอบคลุม,"['สาขา', 'วิทยาศาสตร์และ', 'เทคโนโลยี']"
วิทยาศาสตร์การแพทย์   การ,เกษตร,"['มนุษยศาสตร์', 'และ', 'สังคมศาสตร์']"
วิทยาศาสตร์การแพทย์   การ,มี,"['บัณฑิต', 'วิทยาลัย']"
