Subject,Verb,Objects
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,ประกอบ,"['วิชา', 'จำนวน']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,รวม,['หลักสูตร']
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,ประกอบ,"['ระดับ', 'ปริญญา', 'ตรี', 'ระดับ', 'บัณฑิต']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,ศึกษา,['หลักสูตร']
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,ฝึกอบรม,"['ๆ', 'วุฒิบัตร']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,ประกอบ,"['วิชาชีพ', 'เวชกรรม', 'หลักสูตร', 'มหานคร', 'หลักสูตร']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,นำ,"['เมือง', 'เป็นต้น\n']"
มหาวิทยาลัยนวมินทราธิราช   ( อังกฤษ :   Navamindradhiraj University ;   อักษร,นอก,['มหาวิทยาลัยนวมินทราธิราช']
ยัง,บริการ,"['วิชาการ', 'สังคม']"
ยัง,ต้องการ,['เมือง']
การ,วิจัย,"['เพื่อพัฒนาศาสตร์', 'เขต']"
การ,ทำนุบำรุง,"['ศิลปวัฒนธรรมและ', 'อนุรักษ์', 'ภูมิปัญญา', 'กรุงเทพมหานคร', 'ภาย']"
การ,บริหารจัดการ,"['หลัก', 'ธรรมมาภิบาล']"
การ,เป็น,"['มหาวิทยาลัย', 'แห่งเมือง', 'City', ' University', 'อันดับ', '1', 'ภูมิภาค', 'อาเซียน', 'ภาย', 'ใต้', 'ปรัชญา', 'ผู้']"
การ,นำ,"['ด้าน', 'ศาสตร์', 'เขต', 'เมือง']"
สถาบันดนตรีกัลยาณิวัฒนา   ( อังกฤษ :   Princess   Galyani Vadhana Institute   of   Music ;   อักษร,ย่อ,"['สกว.', '–', 'PGVIM']"
สถาบันดนตรีกัลยาณิวัฒนา   ( อังกฤษ :   Princess   Galyani Vadhana Institute   of   Music ;   อักษร,เป็น,"['สถาบัน', 'อุดมศึกษา', 'กำกับ', 'รัฐ']"
สถาบันดนตรีกัลยาณิวัฒนา   ( อังกฤษ :   Princess   Galyani Vadhana Institute   of   Music ;   อักษร,ก่อตั้ง,"['วัน', 'พฤษภาคม', 'พ.ศ.', '2555']"
สถาบันดนตรีกัลยาณิวัฒนา   ( อังกฤษ :   Princess   Galyani Vadhana Institute   of   Music ;   อักษร,มี,['สถาบัน']
สถาบันดนตรีกัลยาณิวัฒนา   ( อังกฤษ :   Princess   Galyani Vadhana Institute   of   Music ;   อักษร,สำคัญ,"['ดนตรี', 'คลาสสิก']"
โดย,ยก,"['ฐานะ', 'สถาบันดนตรีกัลยาณิวัฒนา', 'กำกับ', 'มหาวิทยาลัยศิลปากร']"
โดย,เป็น,"['สถาบัน', 'อุดมศึกษา']"
มหาวิทยาลัยสวนดุสิต   ( อังกฤษ :   Suan   Dusit University ;   อักษร,ย่อ,"['มสด.', '–', 'SDU']"
มหาวิทยาลัยสวนดุสิต   ( อังกฤษ :   Suan   Dusit University ;   อักษร,พัฒนา,"['โรงเรียนการเรือน', 'ประเทศไทย']"
มหาวิทยาลัยสวนดุสิต   ( อังกฤษ :   Suan   Dusit University ;   อักษร,เป็น,"['มหาวิทยาลัยสวนดุสิต', 'มหาวิทยาลัย', 'กลุ่ม', 'มหาวิทยาลัย', 'กำกับ', 'รัฐ']"
มหาวิทยาลัยสวนดุสิต   ( อังกฤษ :   Suan   Dusit University ;   อักษร,เป็น,['สถาบัน']
มหาวิทยาลัยสวนดุสิต   ( อังกฤษ :   Suan   Dusit University ;   อักษร,มี,"['ชื่อเสียง', 'ด้าน']"
มหาวิทยาลัยสวนดุสิต   ( อังกฤษ :   Suan   Dusit University ;   อักษร,ศึกษา,"['ปฐมวัย', 'คหกรรมศาสตร์', 'ธุรกิจ']"
ธุรกิจ การ,โรง,"['แรม', 'ธุรกิจ']"
ธุรกิจ การ,บิน,['โรง']
ธุรกิจ การ,เรียน,['กฎหมาย']
มหาวิทยาลัยธรรมศาสตร์   ( อังกฤษ :   Thammasat University ;   อักษร,ย่อ,"['มธ.', '–', 'TU']"
มหาวิทยาลัยธรรมศาสตร์   ( อังกฤษ :   Thammasat University ;   อักษร,เป็น,"['มหาวิทยาลัย', 'ประเทศ', 'ไทย']"
มหาวิทยาลัยธรรมศาสตร์   ( อังกฤษ :   Thammasat University ;   อักษร,ก่อตั้ง,"['ชื่อ', 'มหาวิทยาลัยวิชาธรรมศาสตร์']"
มหาวิทยาลัยธรรมศาสตร์   ( อังกฤษ :   Thammasat University ;   อักษร,เมือง,"['อังกฤษ', 'The ', 'University of', 'Moral', 'and', 'Political', 'Sciences', 'อักษร']"
มหาวิทยาลัยธรรมศาสตร์   ( อังกฤษ :   Thammasat University ;   อักษร,ย่อ,"['ม.ธ.ก.', '–', 'UMPS', 'วัน', 'มิถุนายน', 'พ.ศ.', '2477']"
มหาวิทยาลัยธรรมศาสตร์   ( อังกฤษ :   Thammasat University ;   อักษร,มี,['จุดประสงค์']
มหาวิทยาลัยธรรมศาสตร์   ( อังกฤษ :   Thammasat University ;   อักษร,เป็น,"['ตลาด', 'วิชา']"
มหาวิทยาลัยธรรมศาสตร์   ( อังกฤษ :   Thammasat University ;   อักษร,ศึกษา,"['ด้าน', 'กฎหมาย']"
ต่อ มา ใน   พ.ศ.   2495   รัฐบาล,เป็น,"['ชื่อ', 'ปัจจุบัน']"
ต่อ มา ใน   พ.ศ.   2495   รัฐบาล,เป็น,['มหาวิทยาลัย']
ต่อ มา ใน   พ.ศ.   2495   รัฐบาล,มี,['อายุ']
ต่อ มา ใน   พ.ศ.   2495   รัฐบาล,เป็น,"['อันดับ', 'ประเทศไทย']"
และ,มี,['ประวัติศาสตร์']
และ,ผูกพัน,"['พัฒนาการ', 'ทาง']"
และ,เป็น,['ชาติ']
โดย,ยิ่ง,"['เหตุการณ์', '2516', '2519', 'มหาวิทยาลัยธรรมศาสตร์']"
โดย,ประสาสน์,"['อธิการบดี', 'อธิการบดี', 'ปัจจุบัน']"
โดย,คือ,"['รอง', 'ศาสตราจารย์ เกศินี', 'วิฑูรชาติ', 'นายก', 'สภา', 'มหาวิทยาลัย']"
โดย,คือ,"['ศาสตราจารย์ ดร.สุรพล นิติไกรพจน์\n', 'วัน', 'กรกฎาคม', 'พ.ศ.', '2558', 'ราชกิจจานุเบกษา', 'ประกาศ', 'พระราชบัญญัติ', 'มหาวิทยาลัยธรรมศาสตร์', 'พ.ศ.', '2558']"
โดย,มี,"['ผล', 'มหาวิทยาลัยธรรมศาสตร์']"
โดย,มี,['สภาพ']
โดย,เป็น,"['มหาวิทยาลัย', 'กำกับ', 'รัฐ', 'มหาวิทยาลัย']"
โดย,เป็น,"['สมาชิก', 'เครือข่าย', 'LAOTSE']"
โดย,ร่วมมือ,"['มหาวิทยาลัย', 'เอเชีย', 'ยุโรป', 'กรอบ']"
โดย,ร่วมมือ,['อาเซม']
โดย,เป็น,"['สมาชิก', 'เครือข่าย', 'สถาบัน']"
โดย,วิจัย,"['อนุภูมิภาค', 'ลุ่มแม่น้ำโขง', 'GMSARN', 'ด้วย\n', 'ปัจจุบัน', 'มหาวิทยาลัยธรรมศาสตร์']"
โดย,ครอบคลุม,"['ด้าน', 'สังคมศาสตร์และมนุษยศาสตร์', 'วิทยาศาสตร์และ', 'เทคโนโลยี']"
และ วิทยาศาสตร์ สุขภาพ  ,ประกอบ,"[' จำนวน', 'หลักสูตร', 'ระดับ', 'จำนวน']"
และ วิทยาศาสตร์ สุขภาพ  ,เป็น,"['ระดับ', 'ปริญญา', 'ตรี', 'ประกาศนียบัตร', 'บัณฑิต', 'ปริญญา', 'ตรี', 'ควบปริญญา', 'โท', 'ปริญญา', 'โท', 'ปริญญา', 'เอก']"
และ วิทยาศาสตร์ สุขภาพ  ,ศึกษา,['ภาค']
และ วิทยาศาสตร์ สุขภาพ  ,กลาง,"['วัน', 'ภาค', 'ค่ำ', 'ข้อมูล', 'พ.ศ.', '2557', '–', '2558']"
นอก จาก นี้ ได้,เป็น,"['1', 'กระทรวงศึกษาธิการ', 'ปี', 'พ.ศ.', '2552']"
วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,เป็น,"['สถาบัน', 'อุดมศึกษา', 'กำกับ', 'รัฐ']"
วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,มี,['หน้าที่']
วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,ศึกษา,"['ด้าน', 'แพทยศาสตร์ พยาบาลศาสตร์', 'สาธารณสุขศาสตร์', 'วิทยาศาสตร์การแพทย์ ', 'วิทยาศาสตร์', 'สุขภาพ']"
วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,สร้าง,['องค์']
วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์  ,รู้,['เรื่อง']
มหาวิทยาลัยสงขลานครินทร์   ( อังกฤษ :   Prince   of   Songkla University ;   อักษร,ย่อ,"['ม.อ.', '–', 'PSU']"
มหาวิทยาลัยสงขลานครินทร์   ( อังกฤษ :   Prince   of   Songkla University ;   อักษร,เป็น,"['สถาบัน', 'อุดมศึกษา', 'มหาวิทยาลัย', 'ภาค', 'ใต้']"
มหาวิทยาลัยสงขลานครินทร์   ( อังกฤษ :   Prince   of   Songkla University ;   อักษร,เป็น,"['สถาบัน', 'อุดมศึกษา', 'แห่ง', 'มหาวิทยาลัย', 'ประเทศไทย']"
ก่อตั้ง ใน ปี   พ.ศ.   2510   โดย,ใช้,"['ชื่อ', 'มหาวิทยาลัยภาคใต้']"
ต่อ มา   พระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช   บรมนาถบพิตร ได้,พระราชทาน,"['นาม', 'สงขลานครินทร์']"
เมื่อ วัน ที่   22   กันยายน   พ.ศ.   2510   จึง,ถือ,"['วัน', 'ปี']"
เมื่อ วัน ที่   22   กันยายน   พ.ศ.   2510   จึง,เป็น,['วัน']
ต่อ มา   วัน ที่   12   มีนาคม   พ.ศ.   2511   ได้,มี,['พระบรมราชโองการ']
ต่อ มา   วัน ที่   12   มีนาคม   พ.ศ.   2511   ได้,ใช้,"['พระราชบัญญัติ', 'มหาวิทยาลัยสงขลานครินทร์', 'พ.ศ.', '2511']"
วัน ที่   13   มีนาคม ของ ทุก ปี,เป็น,"['วัน', 'มหาวิทยาลัย']"
ปัจจุบัน ได้,เป็น,"['1', 'กระทรวงศึกษาธิการ', 'ปี', 'พ.ศ.', '2561\n', 'ระยะ']"
ปัจจุบัน ได้,ศึกษา,['คณะวิศวกรรมศาสตร์']
โดย,ใช้,['อาคาร']
โดย,เรียน,['คณะวิทยาศาสตร์']
มหาวิทยาลัยแพทยศาสตร์   ( ปัจจุบัน,คือ,['มหาวิทยาลัยมหิดล']
มหาวิทยาลัยแพทยศาสตร์   ( ปัจจุบัน,เป็น,['สถานที่']
มหาวิทยาลัยแพทยศาสตร์   ( ปัจจุบัน,ศึกษา,"['ปี', 'พ.ศ.', '2511']"
มหาวิทยาลัยแพทยศาสตร์   ( ปัจจุบัน,ศึกษา,['คณะศึกษาศาสตร์']
มหาวิทยาลัยแพทยศาสตร์   ( ปัจจุบัน,เรียน,['จังหวัดปัตตานี']
ใน ปี   พ.ศ.   2514  ,ศึกษา,['คณะวิศวกรรมศาสตร์']
ใน ปี   พ.ศ.   2514  ,เรียน,['วิทยาเขตหาดใหญ่']
ซึ่ง ปัจจุบัน,เป็น,['วิทยาเขต']
ซึ่ง ปัจจุบัน,ใหญ่,"['พ.ศ.', '2520']"
ซึ่ง ปัจจุบัน,เปิด,"['วิทยา', 'เขตภูเก็ต', 'พ.ศ.', '2533']"
ซึ่ง ปัจจุบัน,เปิด,"['วิทยาเขตสุราษฎร์ธานี', 'พ.ศ.', '2534']"
ซึ่ง ปัจจุบัน,เปิด,"['วิทยาเขตตรัง\n', 'ปัจจุบัน', 'มหาวิทยาลัยสงขลานครินทร์']"
ซึ่ง ปัจจุบัน,สอน,"['ระดับ', 'ปริญญา', 'ตรี', 'ปริญญา', 'โท', 'ปริญญา', 'เอก', 'วิทยาเขต']"
ซึ่ง ปัจจุบัน,ครอบคลุม,"['สาขา', 'วิทยาศาสตร์และ', 'เทคโนโลยี']"
วิทยาศาสตร์การแพทย์   การ,เกษตร,"['มนุษยศาสตร์', 'สังคมศาสตร์']"
วิทยาศาสตร์การแพทย์   การ,มี,"['บัณฑิต', 'วิทยาลัย']"
วิทยาศาสตร์การแพทย์   การ,ดูแล,"['การเรียนการสอน', 'ระดับ', 'ปริญญา', 'โท', 'เอก']"
มหาวิทยาลัยสงขลานครินทร์,มี,['นัก']
มหาวิทยาลัยสงขลานครินทร์,ศึกษา,"['คณะ', 'วิทยาลัย']"
มหาวิทยาลัยสงขลานครินทร์,ทำ,"['การเรียนการสอน', 'หลักสูตร', 'ภาษา', 'ไทย', 'หลักสูตร', 'ชาติ', 'ภาษา', 'กะเทย', 'ภาค']"
มหาวิทยาลัยสงขลานครินทร์,ปกติ,['ภาค']
โรงเรียนสามัคคีวิทยาคม   (,ย่อ,"['ส.ว.', 'ค.']"
โรง,ประจำ,"['จังหวัดเชียงราย', 'สามัคคีวิทยาคม']"
โรง,เป็น,"['หน่วย', 'งาน', 'ราชการ', 'ส่วน', 'ภูมิภาค', 'ประเทศไทย']"
ประเภท สถาน,ศึกษา,['รัฐ']
ประเภท สถาน,ศึกษา,['ขั้นพื้นฐาน']
ประเภท สถาน,เป็น,['โรง']
ประเภท สถาน,ประจำ,['จังหวัดเชียงราย']
ประเภท สถาน,มี,['สถานะ']
ประเภท สถาน,เป็น,"['นิติบุคคล', 'มหาชน', 'กฎหมาย', 'ระเบียบ']"
ประเภท สถาน,บริหาร,"['ราชการ', 'กระทรวงศึกษาธิการ']"
ประเภท สถาน,สังกัด,['สำนักงานเขตพื้นที่การ']
ประเภท สถาน,ศึกษา,"['มัธยมศึกษา', 'เขต ', '36', 'กระทรวงศึกษาธิการ', ' \n', 'โรงเรียนสามัคคีวิทยาคม']"
ประเภท สถาน,ก่อตั้ง,"['พระยาศรีสุริยราชวรานุวัตร', 'ศุข', ' ดิษยบุตร', 'ราชการ']"
ประเภท สถาน,จังหวัดเชียงราย,"['พ.ศ.', '2451']"
ประเภท สถาน,ตรง,"['ปี', 'รัชกาล', 'พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว']"
ประเภท สถาน,มี,"['อายุ', 'ศตวรรษ', 'พ.ศ.', '2551']"
ประเภท สถาน,เป็น,['สถาน']
ประเภท สถาน,ศึกษา,['รัฐ']
ประเภท สถาน,เป็น,"['อันดับ', 'ประเทศไทย']"
ปัจจุบัน  ,ศึกษา,"['ระดับ', 'มัธยมศึกษา']"
รูปแบบ สหศึกษา   และ,เป็น,['โรง']
รูปแบบ สหศึกษา   และ,เรียน,"['มัธยมศึกษา', 'ขนาด']"
โรงเรียนยุพราชวิทยาลัย   ( อักษร,ย่อ,"['ย.ว.', 'อังกฤษ', 'Yupparaj Wittayalai', 'School']"
โรงเรียนยุพราชวิทยาลัย   ( อักษร,เป็น,['โรง']
โรงเรียนยุพราชวิทยาลัย   ( อักษร,เรียน,"['รัฐบาล', 'ภาค', 'โรง']"
โรงเรียนยุพราชวิทยาลัย   ( อักษร,เรียน,"['สหศึกษา', 'รัฐบาล']"
โรงเรียนยุพราชวิทยาลัย   ( อักษร,สอน,"['ระดับ', 'ชั้น', 'มัธยมศึกษา', 'ปี', 'สำนักงานเขตพื้นที่การ']"
โรงเรียนยุพราชวิทยาลัย   ( อักษร,ศึกษา,"['มัธยมศึกษา', 'เชียงใหม่', 'สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน', 'กระทรวงศึกษาธิการ']"
โรงเรียนยุพราชวิทยาลัย   ( อักษร,เป็น,['สถาน']
โรงเรียนยุพราชวิทยาลัย   ( อักษร,ศึกษา,"['พระอุปถัมภ์', 'สมเด็จพระเจ้าภคินีเธอ']"
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี   โรง,ก่อตั้ง,"['ปี', 'พ.ศ.', '2432']"
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี   โรง,มี,['ชื่อ']
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี   โรง,ตั้ง,"['โรง', 'เรียนเมืองนครเชียงใหม่']"
และ เมื่อ วัน ที่   24   ธันวาคม   พ.ศ.   2448   พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว   ขณะ,ดำรง,['พระอิสริยศ']
และ เมื่อ วัน ที่   24   ธันวาคม   พ.ศ.   2448   พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว   ขณะ,เป็น,"['สมเด็จพระยุพราช', 'รัชกาล']"
และ เมื่อ วัน ที่   24   ธันวาคม   พ.ศ.   2448   พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว   ขณะ,พระราชทาน,"['นาม', 'โรง']"
และ เมื่อ วัน ที่   24   ธันวาคม   พ.ศ.   2448   พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว   ขณะ,เรียน,['โรงเรียนยุพราชวิทยาลัย']
และ เมื่อ วัน ที่   24   ธันวาคม   พ.ศ.   2448   พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว   ขณะ,มี,"['ความหมาย', 'โรง']"
และ เมื่อ วัน ที่   24   ธันวาคม   พ.ศ.   2448   พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว   ขณะ,เรียน,"['สมเด็จพระยุพราช ', 'สมเด็จพระบรมโอรสาธิราช เจ้าฟ้ามหาวชิราวุธ สยามมกุฎราชกุมาร']"
โรงเรียนพะเยาพิทยาคม  ,เป็น,['โรง']
โรงเรียนพะเยาพิทยาคม  ,เรียน,['รัฐบาล']
โรงเรียนพะเยาพิทยาคม  ,ประจำ,['จังหวัดพะเยา']
โรงเรียนพะเยาพิทยาคม  ,มี,"['ชื่อ', 'โรง', 'เรียนพะเยา', 'พะเยาพิทยาคม', 'ปัก', 'หน้าอก']"
โรงเรียนพะเยาพิทยาคม  ,เป็น,"['ช.ร.', '๓']"
เพราะ,เป็น,['โรง']
เพราะ,เรียน,"['แห่ง', 'จังหวัดเชียงราย', 'สมัย']"
ใน ช่วง ปี   พ.ศ.   2513   -   พ.ศ.   2514   ได้,รวม,['โรงเรียนสตรีพะเยา']
ปัจจุบัน,ศึกษา,"['ระดับ', 'มัธยมศึกษา', 'รูปแบบ', 'สหศึกษา']"
ปัจจุบัน,เป็น,"['สถาน', 'มัธยมศึกษา', 'ขนาด']"
ปัจจุบัน,เป็น,"['ส่วน', 'ราชการ', 'บังคับ', 'สำนักงานเขตพื้นที่การ', 'ศึกษาพะเยา', 'เขต', 'กระทรวงศึกษาธิการ']"
ปัจจุบัน,มี,['สถานะ']
ปัจจุบัน,เป็น,"['นิติบุคคล', 'กฎหมาย', 'ระเบียบ']"
ปัจจุบัน,บริหาร,"['ราชการ', 'กระทรวงศึกษาธิการ']"
โรงเรียนพิริยาลัยจังหวัดแพร่   ( คำ เมือง :   ᩁ ᩰ ᩫ ᩠ ᨦ ᩁ ᩠ ᨿ ᩁ ᨻ ᩥ ᩁ ᩥ ᩠ ᨿ ᩣ ᩃ ᩲ ᩠ ᨿ ᨧ ᩢ ᩠ ᨦ ᩉ ᩠ ᩅ ᩢ ᨯ ᨻ ᩯ ᩵ ᩖ )   แต่ เดิม,ชื่อ,"['โรง', 'เรียนเทพวงศ์']"
โรงเรียนพิริยาลัยจังหวัดแพร่   ( คำ เมือง :   ᩁ ᩰ ᩫ ᩠ ᨦ ᩁ ᩠ ᨿ ᩁ ᨻ ᩥ ᩁ ᩥ ᩠ ᨿ ᩣ ᩃ ᩲ ᩠ ᨿ ᨧ ᩢ ᩠ ᨦ ᩉ ᩠ ᩅ ᩢ ᨯ ᨻ ᩯ ᩵ ᩖ )   แต่ เดิม,ตั้ง,"['วัดพระบาท', 'วัดมิ่งเมือง', 'สมัย']"
โรงเรียนพิริยาลัยจังหวัดแพร่   ( คำ เมือง :   ᩁ ᩰ ᩫ ᩠ ᨦ ᩁ ᩠ ᨿ ᩁ ᨻ ᩥ ᩁ ᩥ ᩠ ᨿ ᩣ ᩃ ᩲ ᩠ ᨿ ᨧ ᩢ ᩠ ᨦ ᩉ ᩠ ᩅ ᩢ ᨯ ᨻ ᩯ ᩵ ᩖ )   แต่ เดิม,ก่อตั้ง,"['พ.ศ.', '2444']"
โรงเรียนพิริยาลัยจังหวัดแพร่   ( คำ เมือง :   ᩁ ᩰ ᩫ ᩠ ᨦ ᩁ ᩠ ᨿ ᩁ ᨻ ᩥ ᩁ ᩥ ᩠ ᨿ ᩣ ᩃ ᩲ ᩠ ᨿ ᨧ ᩢ ᩠ ᨦ ᩉ ᩠ ᩅ ᩢ ᨯ ᨻ ᩯ ᩵ ᩖ )   แต่ เดิม,ตั้ง,"['หน้า', 'จวน']"
โรงเรียนพิริยาลัยจังหวัดแพร่   ( คำ เมือง :   ᩁ ᩰ ᩫ ᩠ ᨦ ᩁ ᩠ ᨿ ᩁ ᨻ ᩥ ᩁ ᩥ ᩠ ᨿ ᩣ ᩃ ᩲ ᩠ ᨿ ᨧ ᩢ ᩠ ᨦ ᩉ ᩠ ᩅ ᩢ ᨯ ᨻ ᩯ ᩵ ᩖ )   แต่ เดิม,ว่าราชการ,"['จังหวัด', 'ปัจจุบัน']"
โรงเรียนพิริยาลัยจังหวัดแพร่   ( คำ เมือง :   ᩁ ᩰ ᩫ ᩠ ᨦ ᩁ ᩠ ᨿ ᩁ ᨻ ᩥ ᩁ ᩥ ᩠ ᨿ ᩣ ᩃ ᩲ ᩠ ᨿ ᨧ ᩢ ᩠ ᨦ ᩉ ᩠ ᩅ ᩢ ᨯ ᨻ ᩯ ᩵ ᩖ )   แต่ เดิม,คือ,"['โรงเรียนนารีรัตน์', 'จังหวัดแพร่', 'ราชการ', 'สมัย']"
โรงเรียนพิริยาลัยจังหวัดแพร่   ( คำ เมือง :   ᩁ ᩰ ᩫ ᩠ ᨦ ᩁ ᩠ ᨿ ᩁ ᨻ ᩥ ᩁ ᩥ ᩠ ᨿ ᩣ ᩃ ᩲ ᩠ ᨿ ᨧ ᩢ ᩠ ᨦ ᩉ ᩠ ᩅ ᩢ ᨯ ᨻ ᩯ ᩵ ᩖ )   แต่ เดิม,คือ,"['พระยานิกรกิตติการ', 'กั๊ก ศรีเพ็ญ']"
โรงเรียนพิริยาลัยจังหวัดแพร่   ( คำ เมือง :   ᩁ ᩰ ᩫ ᩠ ᨦ ᩁ ᩠ ᨿ ᩁ ᨻ ᩥ ᩁ ᩥ ᩠ ᨿ ᩣ ᩃ ᩲ ᩠ ᨿ ᨧ ᩢ ᩠ ᨦ ᩉ ᩠ ᩅ ᩢ ᨯ ᨻ ᩯ ᩵ ᩖ )   แต่ เดิม,เห็น,['พื้นที่']
โรงเรียนพิริยาลัยจังหวัดแพร่   ( คำ เมือง :   ᩁ ᩰ ᩫ ᩠ ᨦ ᩁ ᩠ ᨿ ᩁ ᨻ ᩥ ᩁ ᩥ ᩠ ᨿ ᩣ ᩃ ᩲ ᩠ ᨿ ᨧ ᩢ ᩠ ᨦ ᩉ ᩠ ᩅ ᩢ ᨯ ᨻ ᩯ ᩵ ᩖ )   แต่ เดิม,เดิม,['คับแคบ']
โรงเรียนพิริยาลัยจังหวัดแพร่   ( คำ เมือง :   ᩁ ᩰ ᩫ ᩠ ᨦ ᩁ ᩠ ᨿ ᩁ ᨻ ᩥ ᩁ ᩥ ᩠ ᨿ ᩣ ᩃ ᩲ ᩠ ᨿ ᨧ ᩢ ᩠ ᨦ ᩉ ᩠ ᩅ ᩢ ᨯ ᨻ ᩯ ᩵ ᩖ )   แต่ เดิม,ติด,"['ปัจจุบัน', 'ถนนยันตรกิจโกศล']"
โรงเรียนพิริยาลัยจังหวัดแพร่   ( คำ เมือง :   ᩁ ᩰ ᩫ ᩠ ᨦ ᩁ ᩠ ᨿ ᩁ ᨻ ᩥ ᩁ ᩥ ᩠ ᨿ ᩣ ᩃ ᩲ ᩠ ᨿ ᨧ ᩢ ᩠ ᨦ ᩉ ᩠ ᩅ ᩢ ᨯ ᨻ ᩯ ᩵ ᩖ )   แต่ เดิม,ก่อสร้าง,['โรง']
โรงเรียนบุญวาทย์วิทยาลัย   ( อักษร,ย่อ,"['บ.ว.', 'ภาษา', 'อังกฤษ', 'Bunyawat Witthayalai', 'School', 'พระอุปถัมภ์']"
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี,เป็น,['โรง']
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี,เรียน,['มัธยมศึกษา']
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี,ประจำ,['จังหวัดลำปาง']
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี,เป็น,['โรง']
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี,เรียน,"['มัธยมศึกษา', 'ขนาด']"
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี,พิเศษ,"['แบบ', 'สหศึกษา']"
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี,สอน,"['ระดับ', 'ชั้น', 'มัธยมศึกษา', 'ปี', 'สำนักงานเขตพื้นที่การ']"
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี,ศึกษา,"['มัธยมศึกษา', 'เขต 35', 'ลำปาง', 'ลำพูน', 'สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน', 'กระทรวงศึกษาธิการ']"
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี,ตั้ง,"['เลข', 'ตำบลหัวเวียง', 'อำเภอเมืองลำปาง']"
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี,มี,"['พื้นที่', 'งาน', 'ตาราง', 'วา']"
โรงเรียนจักรคำคณาทร จังหวัดลำพูน  ,เป็น,['โรง']
โรงเรียนจักรคำคณาทร จังหวัดลำพูน  ,เรียน,['มัธยมศึกษา']
โรงเรียนจักรคำคณาทร จังหวัดลำพูน  ,ประจำ,['จังหวัดลำพูน']
โรงเรียนจักรคำคณาทร จังหวัดลำพูน  ,คู่,['โรง']
โรงเรียนจักรคำคณาทร จังหวัดลำพูน  ,เรียน,"['ส่วน', 'บุญโญปถัมภ์', 'ลำพูน', 'สังกัด', 'สำนักงานเขตพื้นที่การ']"
โรงเรียนจักรคำคณาทร จังหวัดลำพูน  ,ศึกษา,"['มัธยมศึกษา', 'เขต ', '35']"
โรงเรียนจักรคำคณาทร จังหวัดลำพูน  ,เป็น,['โรง']
โรงเรียนจักรคำคณาทร จังหวัดลำพูน  ,เรียน,"['มัธยม', 'รัฐ', 'ขนาด']"
โรงเรียนจักรคำคณาทร จังหวัดลำพูน  ,อยู่,['เลข']
โรงเรียนจักรคำคณาทร จังหวัดลำพูน  ,ตำบลในเมือง,['อำเภอเมืองลำพูน']
